"id","name","valueType","rank"
299,"Informality / Number of years firm operated without formal registration","value","4.001"
3472,"A. Environment subindex","rank","4.001"
3047,"Services: Total trade and growth of imports","usd_millions","4.001"
2787,"General government gross debt","percent_of_gdp","4.001"
1733,"Air transport, passengers carried","value","4.001"
2384,"GATS trade in services commitments (by member/sector): Business Services - Professional Services","presence","4.001"
57,"Access to land information index (0-100)","value","4.001"
715,"Control of international distribution, 1-7 (best)","value","4.001"
278,"Performance / Percent of firms buying fixed assets","value","4.001"
3530,"WEF Infrastructure subindex, 1-7 (best)","value","4.001"
808,"Agricultural raw materials exports (% of merchandise exports)","value","4.001"
232,"Firm Characteristics / Proportion of a firm held by the largest owners %","value","4.001"
3298,"Anti-monopoly policy","value","4.001"
27,"ICT employment (%)","total","4.001"
3247,"Intermediate inputs, volume indices, 1995 = 100","value","4.001"
2442,"Regional Trade Agreement (RTA) trade in services commitments: Business Services - Research and Development Services","presence","4.001"
716,"Control of international distribution, 1-7 (best)","rank","4.001"
1816,"Export value index (2000 = 100)","value","4.001"
2576,"Real effective exchange rate (CPI based)","index_base_2005","4.001"
2322,"Bilateral trade costs for agricultural goods","value","4.001"
3133,"Barriers to competition","value","4.001"
255,"Infrastructure / Proportion of products lost to breakage or spoilage during shipping to domestic markets %","value","4.001"
835,"Income share held by lowest 20%","value","4.001"
2298,"Anti Dumping trade barriers (in force)","stc","4.001"
3503,"Total greenhouse gas emissions (kt of CO2 equivalent)","value","4.001"
2297,"Anti Dumping trade barriers (in force)","hs","4.001"
917,"Exports of goods, services and primary income (BoP, current US$)","value","4.001"
3002,"Merchandise: Total trade and share of exports","percentage_of_world","4.001"
3203,"Gross domestic spending on R&D","total_mln_usd","4.001"
1998,"Taxes on exports (% of tax revenue)","value","4.001"
2498,"Applied regimes affecting market access for trade in services: Business Services - Research and Development Services","presence","4.001"
3471,"A. Environment subindex","value","4.001"
901,"Communications, computer, etc. (% of service exports, BoP)","value","4.001"
276,"Performance / Annual employment growth %","value","4.001"
939,"GDP deflator (base year varies by country)","value","4.001"
3123,"Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence","value","4.001"
2898,"Goods and services (BPM5): Trade openness indicators, average of imports and exports, goods","usd_millions","4.001"
254,"Infrastructure / Number of water insufficiencies in a typical month","value","4.001"
362,"Volume of imports (% change)","change","4.001"
3217,"AD Flow","simple","4.001"
1795,"Binding coverage, all products (%)","value","4.001"
960,"GNI (current US$)","value","4.001"
3098,"Basic-school Entrepreneurial Education and training","value","4.001"
3218,"AD Flow","weighted","4.001"
258,"Workforce / Percent of firms offering formal training","value","4.001"
294,"Crime / Percent of firms experiencing losses due to theft and vandalism","value","4.001"
408,"Adjusted export market share","unit_value","4.001"
785,"Investment in energy with private participation (current US$)","value","4.001"
446,"Getting Credit: Credit bureau coverage % of adults","value","4.001"
2899,"Goods and services (BPM5): Trade openness indicators, average of imports and exports, goods","percentage_of_gdp","4.001"
467,"Dealing with Construction Permits Building quality control","value","4.001"
2067,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","value","4.001"
485,"Resolving Insolvency: Commencement of proceedings","value","4.001"
3531,"WEF Infrastructure subindex, 1-7 (best)","rank","4.001"
450,"Protecting Minority Investors: Extent of conflict of interest regulation ","value","4.001"
3048,"Services: Total trade and growth of imports","percentage_change_year_on_year","4.001"
281,"Corruption / Percent of firms expected to give gifts in meetings with tax officials","value","4.001"
407,"Adjusted export market share","quantity","4.001"
2797,"Bilateral concentration indices of merchandise imports","number_of_products","4.001"
3314,"Administrative burdens for corporations","value","4.001"
3359,"Account at a bank or another type of financial institution (% age 15+)","value","4.001"
452,"Protecting Minority Investors: Extent of director liability ","value","4.002"
3119,"Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence","value","4.002"
477,"Enforcing Contracts Cost % of claim","value","4.002"
961,"GNI growth (annual %)","value","4.002"
466,"Dealing with Construction Permits Cost % of warehouse value","value","4.002"
3296,"Unemployment rate (% of total labor force) (WEO)","percent","4.002"
445,"Getting Credit: Credit registry coverage % of adults","value","4.002"
297,"Informality / Percent of firms competing against unregistered or informal firms","value","4.002"
1734,"Air transport, registered carrier departures worldwide","value","4.002"
946,"GDP per capita, PPP (constant 2011 international $)","value","4.002"
522,"Availability of financial services, 1-7 (best)","rank","4.002"
3297,"Market-based competition","value","4.002"
2824,"Goods and services (BPM5): Exports of goods and services","usd_millions","4.002"
277,"Performance / Annual labor productivity growth %","value","4.002"
3803,"Manufactured Exports per capita index","value","4.002"
1787,"Poverty headcount ratio at national poverty lines (% of population)","value","4.002"
675,"Business costs of crime and violence","value","4.002"
1829,"Import value index (2000 = 100)","value","4.002"
2350,"Domestic value added embodied in exports of final products, share of gross exports","total","4.002"
2496,"Applied regimes affecting market access for trade in services: Business Services - Professional Services","presence","4.002"
515,"Exports as a percentage of GDP","value","4.002"
219,"Finance / Percent of firms using banks to finance investments","value","4.002"
311,"Trade / Percent of firms exporting directly at least 1% of sales","value","4.002"
347,"Inflation, average consumer prices","index","4.002"
3004,"Merchandise: Total trade and share of imports","usd_millions","4.002"
1564,"Portfolio Investment, net (BoP, current US$)","value","4.002"
3014,"Personal remittances: Receipts of other capital transfers","percentage_of_total_trade","4.002"
286,"Corruption / Percent of firms expected to give gifts to get a construction permit","value","4.002"
3015,"Personal remittances: Receipts of other capital transfers","percentage_of_gdp","4.002"
3132,"Other discriminatory measures","value","4.002"
257,"Workforce / Percent of firms identifying an inadequately educated workforce as a major constraint","value","4.002"
3005,"Merchandise: Total trade and share of imports","percentage_of_world","4.002"
3013,"Personal remittances: Receipts of other capital transfers","usd_millions","4.002"
3556,"WEF Air transport infrastructure, 1-7 (best)","value","4.002"
3049,"Services: Total trade and growth of exports","percentage_change_year_on_year","4.002"
2323,"Bilateral trade costs for all goods","value","4.002"
1796,"Binding coverage, manufactured products (%)","value","4.002"
2386,"GATS trade in services commitments (by member/sector): Business Services - Research and Development Services","presence","4.002"
2324,"Goods, Value of Imports, Cost, Insurance, Freight (CIF), US Dollars","value","4.002"
1837,"International tourism, expenditures (current US$)","value","4.002"
3101,"Commercial and professional infrastructure","value","4.002"
62,"Ease of process index (0-100)","value","4.002"
3422,"Adult literacy rate, %","rank","4.002"
1817,"Export volume index (2000 = 100)","value","4.002"
2300,"Anti Dumping trade barriers (Initiation)","stc","4.002"
2896,"Goods and services (BPM5): Trade openness indicators, average of imports and exports, goods and services","usd_millions","4.002"
902,"Communications, computer, etc. (% of service imports, BoP)","value","4.002"
3360,"Credit card (% age 15+)","value","4.002"
29,"ICT goods exports","total","4.002"
259,"Workforce / Proportion of workers offered formal training %","value","4.002"
3215,"AD Stock","simple","4.002"
2801,"Bilateral trade flows by ICT goods and categories (imports)","usd_millions","4.002"
2003,"Taxes on income, profits and capital gains (% of revenue)","value","4.002"
3557,"WEF Air transport infrastructure, 1-7 (best)","rank","4.002"
3315,"Administrative burdens for sole proprietor firms","value","4.002"
2897,"Goods and services (BPM5): Trade openness indicators, average of imports and exports, goods and services","percentage_of_gdp","4.002"
920,"External balance on goods and services (current US$)","value","4.002"
809,"Agricultural raw materials imports (% of merchandise imports)","value","4.002"
997,"Gross national expenditure (% of GDP)","value","4.002"
2012,"Patent applications, residents","value","4.002"
3216,"AD Stock","weighted","4.002"
1261,"Pump price for gasoline (US$ per liter)","value","4.002"
3128,"# of bankruptcies","value","4.002"
521,"Availability of financial services, 1-7 (best)","value","4.002"
273,"% of firms with an annual financial statement reviewed by external auditors","value","4.002"
516,"Exports as a percentage of GDP","rank","4.002"
718,"FDI and technology transfer","rank","4.002"
2800,"Bilateral concentration indices of merchandise exports","number_of_products","4.002"
3050,"Services: Total trade and growth of exports","usd_millions","4.002"
304,"Regulations and Taxes / Days to obtain a constructionrelated permit","value","4.002"
988,"Gross fixed capital formation (current US$)","value","4.002"
264,"Workforce / Number of permanent nonproduction workers","value","4.002"
786,"Investment in telecoms with private participation (current US$)","value","4.002"
676,"Business costs of crime and violence","rank","4.002"
250,"Infrastructure / Proportion of electricity from a generator %","value","4.002"
717,"FDI and technology transfer","value","4.002"
2440,"Regional Trade Agreement (RTA) trade in services commitments: Business Services - Professional Services","presence","4.002"
3092,"Inflation, average consumer prices","change","4.002"
2299,"Anti Dumping trade barriers (Initiation)","hs","4.002"
2825,"Goods and services (BPM5): Exports of goods and services","percentage_of_total_trade","4.002"
1525,"Broad money to total reserves ratio","value","4.002"
819,"Land area (sq. km)","value","4.002"
3421,"Adult literacy rate, %","value","4.002"
316,"Trade / Percent of firms using material inputs andor supplies of foreign origin","value","4.003"
2860,"Goods and services (BPM5): Trade balance indicators of goods and services","usd_millions","4.003"
3559,"WEF Ground and port infrastructure, 1-7 (best)","rank","4.003"
3105,"Cultural and social norms","value","4.003"
3305,"Administrative burdens on startups","value","4.003"
263,"Workforce / Number of permanent production workers","value","4.003"
1830,"Import volume index (2000 = 100)","value","4.003"
2861,"Goods and services (BPM5): Trade balance indicators of goods and services","percentage_of_imports","4.003"
2863,"Goods and services (BPM5): Trade balance indicators of goods and services","normalized_trade_balance","4.003"
